Club Name,links,Leadership,Teamwork,Community Service,Advocacy,Social Justice,Sustainability,Technology,Arts & Crafts,Performing Arts,Cultural Expression,Diversity & Inclusion,Mentorship,Career Growth,Networking,Entrepreneurship,Research,Fitness,Competitive Sports,Outdoor Activities,Wellness,Mental Health,Academic Focus,Debate & Discussion,Gaming,Social Events,Media & Film,Writing & Literature,Music,Dance,Fashion & Design,Food & Cooking,Language & Culture,Political Action,Fundraising,Tutoring & Teaching,DIY & Making,Faith & Spirituality,Professional Skills,Public Speaking,Problem Solving,Gaming & eSports,Robotics & AI,woman women,man men,lgbtq,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,Greek,Christian,Islam,Jewish Community and Judaism,Hindu,Buddhism,Muslim,Sikh,Aerospace Engineering,Agricultural Business,Agricultural Communication,Agricultural Science,Agricultural Systems Management,Animal Science,Anthropology and Geography,Architectural Engineering,Architecture,Art and Design,Biochemistry,Biological Sciences,Biomedical Engineering,BioResource and Agricultural Engineering,Business Administration,Chemistry,Child Development,City and Regional Planning,Civil Engineering,Communication Studies,Comparative Ethnic Studies,Computer Engineering,Computer Science,Construction Management,Dairy Science,Economics,Electrical Engineering,English,Environmental Earth and Soil Sciences,Environmental Engineering,Environmental Management and Protection,Food Science,Forest and Fire Sciences,General Engineering,Graphic Communication,History,Industrial Engineering,Industrial Technology and Packaging,Interdisciplinary Studies,Journalism,Kinesiology,Landscape Architecture,Liberal Arts and Engineering Studies,Liberal Studies,Manufacturing Engineering,Marine Sciences,Materials Engineering,Mathematics,Mechanical Engineering,Microbiology,Music,Nutrition,Philosophy,Physics,Plant Sciences,Political Science,Public Health,Psychology,"Recreation, Parks, and Tourism Administration",Sociology,Software Engineering,Spanish,Statistics,Theatre Arts,Wine and Viticulture,Description
"Kappa Alpha Theta, Zeta Theta",https://now.calpoly.edu/organization/kappa-alpha-theta,0.5573220762120261,0.7506930940535019,0.394542883951077,0.37472408943485597,0.3837868238117549,0.4020250003795918,0.24616003333186937,0.3150908303518324,0.2224475813287666,0.32302422196148634,0.33248122741034614,0.6444692753380175,0.32669149748648285,0.2573049004531671,0.4150336191727816,0.37757767618414984,0.32573736664340963,0.41297802468550165,0.11700267687950588,0.34950701634188774,0.26375553379505295,0.6773657084812342,0.16108644353861457,0.17914783294976705,0.5483012108362217,0.1056514815986378,0.39814130690669797,0.19328856492435517,0.2891740983878234,0.29128550086912397,0.28209799041703515,0.3734891226473435,0.1674560598910727,0.4756187967069492,0.37155685779169806,0.14002320795380113,0.6316650582203475,0.30718360560884667,0.2848021589164723,0.22701136156384483,0.211733160447796,0.2862189496428858,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5733182304626699,0.4621747495983796,0.36662483140690694,0.36765018801227833,0.42117155318214167,0.3184093913893066,0.31742594625912185,0.21065546076368488,0.1708748326089141,0.12643110667488724,0.16258904660374393,0.10340274632778379,0.2995560052466629,0.3335421380631821,0.27381705297969067,0.32723649789722487,0.2666611129235872,0.4043939506341362,0.3173297281887159,0.21798451462249804,0.08532435116838862,0.3452141870034862,0.33053852247900917,0.3158549899721128,0.23438373998681922,0.10537682417105111,0.34967260691787905,0.26944166741031395,0.1666244008261402,0.23768903128784644,0.11379373503806058,0.3026018731352076,0.2979656210600591,0.15455524077854932,0.2978016024268505,0.17598616108208764,0.13828580649393085,0.2542076513460177,0.15311678409265625,0.1732674748548668,0.15292353356033433,0.2968425952652631,0.45656239154693656,0.08527771686458023,0.16163250842785856,0.3534666228861847,0.2293296727908557,0.25794636170644325,0.1487238131163871,0.21656288828180226,0.3343904250471084,0.07519075361896113,0.21589163312360438,0.22099544003352356,0.2757219930172114,0.13589776191510583,0.3618776463649951,0.19328856492435517,0.24627199221231127,0.3280479272748841,0.2289457072333947,0.197284830786155,0.22653281318532173,0.1927265156853645,0.46392387685508185,0.3538018254798754,0.5140415907129079,0.12180990928229997,0.17883137882083974,0.1716857929110323,0.29070990982052214,0.2789271245814323,"Kappa Alpha Theta, Zeta Theta Theta teaches us the importance of aspiring to something higher and envelops us in a sisterhood that is loyal and loving."
Kappa Kappa Gamma,https://now.calpoly.edu/organization/kkg,0.24862972586867652,0.3453461952662468,0.41156452009647665,0.2671784525214007,0.16254282039783405,0.1512827505787369,0.1181177821012135,0.16061108013557673,0.19494585375849346,0.18028658015403995,0.24519848476196898,0.2879328382929962,0.25556567428921984,0.25653965352075536,0.19416788354915634,0.14948248256048638,0.14225856008178267,0.4185720252412655,0.1652025391525882,0.13437341335151182,0.08849088814305342,0.4755319896997253,0.007909854435761511,0.1325983537813031,0.512034525521369,0.13478083700359034,0.15101665052615826,0.08349299664409263,0.22424375644876168,0.1414350385956734,0.17275526923846185,0.15418591377655178,0.16923935955530645,0.3895633228347105,0.42129878174063606,0.08687783943988421,0.3264489489553132,0.24367938286023727,0.20639373584879295,0.03334007047161744,0.2278358763788108,0.22493867285220126,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49394411444918684,0.2524100533569808,0.3563126215277966,0.2238180731577284,0.1958087964486868,0.26212805249760884,0.35871597011601547,0.17608431718863976,0.16317966180285443,0.1399543026291582,0.185051287985792,0.2044767444266703,0.2331149872007591,0.22048804419455909,0.185078220743074,0.16879732507154105,0.11648389909754364,0.3160916355621921,0.263753253566437,0.1586146019997812,0.14673842676463675,0.16585000247795612,0.25991976152341195,0.09726214288306226,0.2531665801760331,0.16131102919279844,0.22892571780088278,0.18356016215590032,0.1925648860556586,0.29329777556186454,0.09914471428852294,0.30339401280401634,0.08133626882193762,0.13418693340291196,0.14605751921694193,0.18208832781823664,0.08134776293252234,0.1642556761021494,0.21938515345500662,0.22450431643276636,0.09628262448145414,0.1601164456960777,0.20130273866384588,0.09960591702911376,0.25493286887207534,0.29717287867310105,0.12511361426246434,0.23940595485688654,0.13485101724379683,0.20527759603565554,0.2864033924142252,0.08543256555807077,0.19570798125479213,0.15142995263769254,0.17070965960911502,0.12521665795553585,0.1892168268198981,0.08349299664409263,0.17315897286660467,0.10681985724356174,0.14741266749896242,0.18929913311643656,0.1981629861398044,0.12790877364747327,0.27763151025437416,0.29874717510884885,0.31551853245772254,0.1420698232007153,0.18438552811755,0.17197861328171332,0.1928113891315515,0.23297092838792752,"Kappa Kappa Gamma Panhellenic chapter at Cal Poly that falls under Fraternity & Sorority Life. Kappa Kappa Gamma offers a member experience ranging from friendship to mentoring, from leadership to service, and from campus activities to a lifetime of community involvement."
Kappa Kappa Psi - Iota Pi,https://now.calpoly.edu/organization/kkpsi,0.6414984736433089,0.78396436752751,0.4848397631435909,0.4299126522304576,0.38941758079008576,0.39598947965653314,0.42395031557255913,0.37427792138075383,0.5917409236515463,0.4375963613353146,0.2500039996117683,0.44182060139724544,0.3520660436430097,0.4355248751531155,0.44045503298812916,0.42748206296200186,0.18247991650927964,0.4620555800172463,0.1770493119646152,0.23508724354788627,0.26163060797813675,0.6040252933966543,0.13875913144681623,0.25983555113050505,0.6826491220361979,0.3705614699004899,0.2846285989937326,0.4643964892570204,0.3674841193116314,0.27941768945196865,0.2531892594106411,0.30327934992291944,0.33357980510246243,0.5963873163528326,0.3712092030971441,0.25851616276202144,0.3866988735385774,0.4360650552240793,0.4601064499242748,0.2769466169528873,0.31928626297733104,0.23472877974297368,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30381165547074046,0.2821284834250017,0.26129551384234784,0.24971476748945157,0.27345524763941537,0.18167463541761988,0.3226915255359931,0.2538251323334376,0.16835289372631979,0.15159989242820382,0.1378474498446533,0.2329340195846813,0.3336822558895113,0.3007270584384095,0.2947436899007142,0.33764535284098174,0.32888818303036793,0.3946169317956433,0.31046897071614066,0.2417699983064251,0.11553459890221657,0.4361475249702892,0.3714680121856768,0.27243995572438867,0.271060849714214,0.20292844740136168,0.3325280903006406,0.1839393905716693,0.2852768457189996,0.3104333142795747,0.2061422302757825,0.23880899661056798,0.2598513144015172,0.23557302832035812,0.23707087015659006,0.24664655218972498,0.19814201383999896,0.3512629182548875,0.19980803243300943,0.24233584838457983,0.19412028726038816,0.3869293561748718,0.32442029958205487,0.29049369031565103,0.32377323802470637,0.44083060160400317,0.30886788766167794,0.2746390689363261,0.18487998685641296,0.2237348097870645,0.2500359440178747,0.2037573428521567,0.23545396075322494,0.262927517396857,0.24453843961995153,0.1984998929962727,0.3271646524786939,0.4643964892570204,0.19456201764471528,0.21495088601354284,0.2334152434184526,0.1909708911047623,0.27510285889936076,0.27074255317448814,0.5599903618591316,0.49664461435449964,0.4369658960163998,0.3449798934708491,0.12113380615846375,0.2730562325818019,0.4387913759794523,0.15950165558104115,Kappa Kappa Psi - Iota Pi Kappa Kappa Psi operates primarily as a student service and leadership recognition society whose chief aim is to assist the Director of Bands in developing the leadership and enthusiasm that is required of their band.
"Kappa Pi Associate Chapter of Pi Kappa Phi Fraternity, located at Cal Poly",https://now.calpoly.edu/organization/pikapp,0.2494953131552953,0.36925789221439165,0.29787605164721004,0.1682439690493429,0.09455652138015669,0.11456217879214076,0.09207997986793078,0.19727909351373546,0.19833493419538042,0.1640682094105316,0.16305914746528632,0.11870928082858906,0.17469931158216773,0.17900077261875355,0.31609683216561246,0.24713445163930098,0.1697898212682683,0.371880107711013,0.09891697055385748,0.07580909979104448,0.07494782443852761,0.4846223195109244,0.0,0.06938535958643692,0.3933249953245348,0.11773429203803622,0.10168926147745266,0.1144516336967697,0.28235228515487304,0.12080196788662113,0.09348656154581189,0.19306885799099796,0.15892053968014308,0.4501262732995761,0.2707684295862869,0.17107385555761223,0.2957698447135805,0.20945670191431476,0.24474751756243746,0.0412156212573012,0.18587389453480352,0.20837998332243224,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4990267216524331,0.2774359329307819,0.30378600752400364,0.24794792145344408,0.2278709633292686,0.28727579984993745,0.31272840924681133,0.1387809895471484,0.1767134281281403,0.07250666065875842,0.1543512772510804,0.12152294203778291,0.26608684464117305,0.24370758227180855,0.17022395103753224,0.18545827583082528,0.1456021249296815,0.3223104630875189,0.24059501705094488,0.19445925815931697,0.12644673337236365,0.21065444109929632,0.3112844506021212,0.09984383129404735,0.18586149239818123,0.1961333967489568,0.1476192036853815,0.12104124734329005,0.2089045224037699,0.2769338671066116,0.1171132959950197,0.2896965030832748,0.12729276909554477,0.15119616338010236,0.21130049037906712,0.1743846759874801,0.08548521174872978,0.1083595600424467,0.20721467901344542,0.20683099667511218,0.10610575559031568,0.03610067111947348,0.4623990365566255,0.16941875940885753,0.2511637238817548,0.20288493780504607,0.15294959843396072,0.2845449236963728,0.11259241023222112,0.19433756861363055,0.24859170676500503,0.13589476175857007,0.20761812793675602,0.19369560458979534,0.18217262637509862,0.14685477514307593,0.2200525525584242,0.1144516336967697,0.133447155466794,0.12643628823067687,0.1601894395885726,0.17471929855783366,0.21547360931059106,0.18444217943216476,0.27129574957141134,0.22941345213145253,0.2872116965089067,0.10606319158199372,0.19394188484356842,0.1816221341701589,0.11420542366505704,0.1384968547649134,"Kappa Pi Associate Chapter of Pi Kappa Phi Fraternity, located at Cal Poly Pi Kappa Phi is a national men's fraternity founded on leadership in 1904 at the College of Charleston. We are now 120,000 strong, & on more than 180 campuses."
Kesem at Cal Poly,https://now.calpoly.edu/organization/camp-kesem-at-cal-poly-slo,0.29266555380839826,0.4834589117940109,0.499613075149849,0.563073937464318,0.31356728865364475,0.291738496223511,0.23595240000142442,0.5446226419353775,0.411219204884573,0.3235689792504115,0.19958537057247294,0.5955173648193798,0.29760519264317353,0.2527025004900051,0.4839637347731645,0.5319001659632285,0.3024171666501187,0.4337404166801639,0.3997928458820787,0.3253555114507031,0.3709231152709543,0.5729647624152421,0.2723736994798809,0.2887480505339534,0.3671902006849988,0.3139902056705587,0.3774849640822996,0.21114811698409144,0.3146583327216833,0.24375659317564374,0.28038730033630144,0.33674524409025475,0.1841515740359625,0.6185730151060542,0.6235801904247147,0.28635771497695944,0.5377816229245562,0.3471526390668944,0.34503232162533487,0.30285522983259067,0.32207494563952344,0.17651388636028192,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.42046057671347326,0.37531710524117745,0.4354365131075773,0.26861272631877187,0.3617704862078646,0.33826421929302464,0.29521981290115784,0.19935697195013874,0.22772270657226784,0.1230823012947948,0.20672680022417456,0.2397058169796879,0.25355149012193534,0.2966006276266041,0.21970890884987207,0.28656507033455986,0.28550788568041624,0.4769956423959042,0.3649772693524092,0.33733106796206414,0.23505994032589714,0.1232042782315913,0.28049472361091166,0.5311830498129607,0.32279536794098596,0.1863353822663944,0.22976268070678324,0.1938648435400207,0.14473108454870673,0.26031726545576334,0.1862204910226288,0.2184048390039442,0.1435227362139839,0.09841555061745638,0.4198472206859546,0.3576185435627235,0.16578769469271137,0.2768614900143292,0.2514768191640956,0.1975711339686249,0.0736295819188238,0.19925007927842112,0.3606045632290815,0.0772718507872287,0.14197697214911922,0.22577036746247675,0.40516557710621737,0.4676627512651024,0.28299596833267837,0.21847552678431004,0.27739502547315964,0.11440107435493374,0.2616287871823692,0.16688911631856637,0.1525586121880546,0.12912971026157838,0.4427767251152289,0.21114811698409144,0.30723559407698775,0.26649883237485705,0.19937107711345142,0.212080309477308,0.1591808344360267,0.41819700319384906,0.4314824003506089,0.4977711322868324,0.3581965413309916,0.17014946914202755,0.3413030524822394,0.17452936360135785,0.2955865825315653,0.15363612329339946,"Kesem at Cal Poly Kesem is a national nonprofit organization dedicated to supporting children through and beyond a parent's cancer, by hosting a week-long summer camp and fostering a year-round community."
Kaja Krew,https://now.calpoly.edu/organization/kajakrew,0.28009131973342694,0.527531419826539,0.3643528415348478,0.2784611715833271,0.2856516476376619,0.17581422768333818,0.25092930153827525,0.5146885234749539,0.660239215985364,0.6209976287291477,0.0983765649302749,0.1789351063042645,0.10073022242089501,0.12000998473283354,0.4391170387032953,0.32199900396056635,0.24511511944601347,0.22664995745019373,0.36560806589173017,0.13266055572241187,0.22538944222844637,0.1481619631993823,0.19337669185353595,0.2535661712782142,0.46433417119816817,0.3721980569325566,0.140363089962449,0.5820971934939605,0.7801892808201466,0.29849852468390914,0.279023702070386,0.419180711335459,0.2666370278112186,0.4400661073683908,0.3448676315725253,0.3094500499583279,0.22359128339564674,0.25127601748331013,0.35900326388805287,0.3454608845379741,0.24729007641633094,0.22991777344730424,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.36171722218534114,0.3981977838628029,0.3223650714705335,0.39134232659953316,0.29403324825048716,0.35538676171056116,0.36595517830463875,0.12553617018803975,0.18274194812249617,0.05654999081407083,0.0926813962042852,0.12189661514349028,0.14671145598824586,0.29814790942776054,0.06292363709781912,0.10078840240124409,0.3135348648162101,0.18917295185118613,0.18039604103550566,0.0946612586676524,0.09109524043955254,0.2763362589388237,0.20640897659992796,0.17499491645021753,0.27790903976799514,0.04411767255318895,0.11246824885173354,0.2066032502900188,0.07753088717741033,0.13712659311625577,0.03869214656859661,0.10094097917546034,0.1697022686582604,0.15024462031693306,0.3799336702992747,0.18266510827005586,0.05709537395953121,0.2197962714941339,0.1492042526517906,0.15608642932182923,0.07928978065074012,0.11266545244092693,0.31198939436836687,0.10177985084718091,0.12052149949962573,0.0356502305017455,0.3144550266437778,0.5137899552669535,0.12082868549695021,0.05569505610649938,0.06881486941395039,0.142899033931622,0.16386471733613264,0.1094408175392299,0.19527509471135468,0.09752705983010897,0.250421387117508,0.5820971934939605,0.09331359147858696,0.14470000851135753,0.28289454724087615,0.1251784225083737,0.14743980647887653,0.2167406234538533,0.22083903675530217,0.32398806861754426,0.28427795873779527,0.130723867898797,0.4310992353038608,0.14859079498347477,0.4691102554232117,0.1398442294732571,"Kaja Krew A dance club specializing in K-pop, we are an all levels and experience welcome, inclusive community that consistently performs and records covers."
Lambda Chi Alpha - Phi Sigma Zeta,https://now.calpoly.edu/organization/lambda-chi,0.45281967336543927,0.6124694553597262,0.48810980977087753,0.44221296701097346,0.3588691320763485,0.3247191104709367,0.22807339183820274,0.4250585606629651,0.40825363169349504,0.2679440078039316,0.3894068265110715,0.5131577970464207,0.2867734889255147,0.40585332399979407,0.4924346327157389,0.3703112353879696,0.3560097846657557,0.5158766319872595,0.2567992237127669,0.3186080069728505,0.26915722198645353,0.6819604406478528,0.15070155417465014,0.2293670658832062,0.8139468034425226,0.1808631154227079,0.3193622076078976,0.23807064100878306,0.3900428861425759,0.30979216903887336,0.2165863906142519,0.3359362077365983,0.3215604967430381,0.6629591880660934,0.48267836740473746,0.27552251078985734,0.42626533700694474,0.3347734527053538,0.39380615616200665,0.2568641411927831,0.31578563197121734,0.23428313804995332,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5417436030223427,0.2984928787542918,0.2823508004457606,0.35041117746266914,0.23741946672794734,0.32927249235975653,0.40179135421036616,0.26524110694123304,0.20678418495896228,0.12639925486762657,0.17429054248407316,0.10154563095903299,0.3099126047636156,0.31774899901752895,0.36945200838483516,0.40870601418670255,0.269258528814117,0.44845364937887544,0.38801250170600604,0.2730052679177063,0.1277717626716563,0.44090614412935,0.4252743575589686,0.17342264628996376,0.34146778010456263,0.3009690748455493,0.3990752112073279,0.2763123826338282,0.23685868441327448,0.34186454677373035,0.203577327822196,0.3383556036370652,0.3178886104455293,0.2579981493930056,0.394810069408433,0.2448773048596703,0.21246846140514902,0.25493998653264804,0.198031141370765,0.24031098080016922,0.27050900554602086,0.2690808892846875,0.3862991205121856,0.179055937250293,0.15015023701255056,0.5516813746533805,0.2829732296534061,0.2771673664212821,0.17635732781114374,0.36721141700169724,0.4965434364344858,0.15060839077462385,0.2438235916183086,0.24832309458607876,0.28728090381463506,0.22821151631167444,0.348673727527832,0.23807064100878306,0.17432319714529604,0.2987182686842613,0.3114131603104772,0.24409530159510606,0.3904938907077631,0.274752843290185,0.3941213494974307,0.5042275509513442,0.5685130794155059,0.20161350483307805,0.31797731639301635,0.29809534506366575,0.34636082045247496,0.22773045211131654,Lambda Chi Alpha - Phi Sigma Zeta on-campus fraternity
Lambda Pi Eta,https://now.calpoly.edu/organization/lph,0.45282062754704194,0.5543194058830521,0.4167170717802067,0.7379029015599674,0.3567103564529002,0.35785941482411293,0.444898531284832,0.5146405804072384,0.4899498358121269,0.4742923327025317,0.28567543234282256,0.3806874318169452,0.23714204574962794,0.44370969184086556,0.4703080800899742,0.5614129270760558,0.23836736400775446,0.37769895483721755,0.17984601758868712,0.29643152039685644,0.3370046531165708,0.6299324484892556,0.4290756144217678,0.2237132722586326,0.7050488077161163,0.4515305008283589,0.5494479276986332,0.37949655997768217,0.3721996722224946,0.3518004843540257,0.30786788916102187,0.5258474484812568,0.4877376765893811,0.7442896778823251,0.5514205678529803,0.24763710969902242,0.48370314277372034,0.3034287670193621,0.5912338659417626,0.3823488771706056,0.3717715477822642,0.39114633928885834,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45496361211043346,0.44374152365960823,0.21442466432596957,0.43788867508030815,0.28221414325880945,0.47277530712212357,0.4671495844420137,0.35673331492520344,0.18360004486464127,0.24614712152181847,0.15533511530515973,0.12446347433111862,0.3448950095361073,0.2791310901652502,0.3044697452633425,0.37527892153086373,0.4215939272557457,0.43583433569268015,0.3287750371964628,0.2634194716569957,0.10694411240350299,0.36328730628810924,0.34901622927521925,0.3470553264251277,0.24882285377134988,0.2710910249710171,0.6284470159539096,0.2683030352031959,0.27931343954114074,0.33789583760217656,0.15301464622149977,0.3595958856248135,0.3235300553847783,0.343001670138896,0.6181419431524865,0.19457866569519514,0.20412397486998712,0.1955087439923951,0.19142344283370094,0.06359144781085295,0.26606924067899207,0.5147686330849088,0.6371629727390976,0.2516039341390221,0.18579424741982953,0.431037886597532,0.5438323217595992,0.19784518221428574,0.19723456193992117,0.2947820635790814,0.43927753243857637,0.1856995977942224,0.1993068936787718,0.2741513740896696,0.3734568090821962,0.21669664738413597,0.389177081416078,0.37949655997768217,0.14080607049749505,0.3650587767326744,0.28662270851184707,0.18140031556399305,0.379278715556718,0.32382266632947937,0.5208135440886279,0.33267940749390307,0.537282857189022,0.26756532346895073,0.5131597807632721,0.4338772311692735,0.4193459599937613,0.16623380432279497,Lambda Pi Eta Lambda Pi Eta is a Communication Studies honor society.
Lambda Sigma Gamma,https://now.calpoly.edu/organization/lsg,0.2879952974966873,0.3886750720429623,0.3408919875361289,0.3180254959102473,0.37613451671300635,0.27917531460674133,0.09924263713488368,0.07928753288566553,0.1617957269581031,0.29905126317572145,0.32312695654550067,0.19132650708666812,0.1171493860180243,0.23689568210908132,0.161898228993623,0.1202190883115336,0.21898876691261832,0.32238125346256485,0.0791180571035797,0.22994568969667256,0.15394890146651719,0.3760738411253838,0.19513602218880854,0.08765156682863111,0.517512601902713,0.07988851333153127,0.17307741148015965,0.09788062004668377,0.23198898080741848,0.14159747111094073,0.14176960216788204,0.2876343123004785,0.2730452493491811,0.36345056779652946,0.3172720840680137,0.11165844621124284,0.37603585739311884,0.12882837775512634,0.2599028059216725,0.11807140876926678,0.13749160992228882,0.10724988705555519,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857075859413771,0.35137236886069845,0.28202888684370647,0.3294933913224457,0.19119772709076555,0.32519107986552676,0.4088569134779455,0.18342023866292861,0.030769535714273655,0.0278724002560493,0.000864987462946748,0.05462461071552174,0.1267311713673589,0.1425635627363776,0.18060905844860067,0.14644552778871614,0.05409782389630771,0.3065557420874677,0.27041641007526906,0.13323258698773116,0.08618384431040024,0.22082698248627647,0.23966616664657642,0.08646955752573915,0.16432253785659112,0.13851444044643035,0.19120834667884112,0.2315277349859241,0.0897257693178118,0.1231826543340855,0.09232349940521258,0.23854721715744828,0.11383179393737089,0.138887126120203,0.15492962442933786,0.10360859056460309,0.05512018519339672,0.19278640108193654,0.09279642132384555,0.10812669537841295,0.15114354394541343,0.24766104185712406,0.2550234659391133,0.08664733102199211,0.12169192197302435,0.22343313770778245,0.13295761920164423,0.134246430742747,0.06488185564937513,0.1621953901227109,0.34870827615934197,0.1010258359974271,0.10911008861298768,0.16437249584943392,0.2196101327079581,0.049190713830396665,0.22606148362046383,0.09788062004668377,0.17302887506968345,0.14354477739363322,0.17184268063968794,0.07959566690657477,0.18550979133737117,0.08741292109989865,0.19375346959540427,0.15434317139795584,0.3877317648791978,0.09296811260129657,0.18882762784825852,0.122181340043461,0.13513704587549888,0.1364070430357549,"Lambda Sigma Gamma Lambda Sigma Gamma is a multicultural sorority that strives on the diversity of its members. We are an organization that focuses of on our five pillars: Professionalism, Academics,Philanthropy, Sisterhood, & Multiculturalism."
"Lambda Theta Phi Latin Fraternity, Inc.",https://now.calpoly.edu/organization/lambda_theta_phi_latin_fraternity_inc,0.25823538531927287,0.30751376648364487,0.20893494694823433,0.3005026448428271,0.12286946282658145,0.17262930361019374,0.11869385722611898,0.11060097381102243,0.14758456403339834,0.1332751352022631,0.10828852835812393,0.1185175927215085,0.10039016665412373,0.13114094924854858,0.3347516819446447,0.3470383028122108,0.2948024294660313,0.32596326328819697,0.0,0.191281168731008,0.13606536889824067,0.5127265666875321,0.1861157960882169,0.0,0.46699621201055125,0.062247579524038296,0.22124172013210075,0.12511874530425005,0.401782207919497,0.13691711936317708,0.1111788264286576,0.36406385233084293,0.14162785806107064,0.5268135768233371,0.25532322750215547,0.22281588464732627,0.36929589207775293,0.07463025721688904,0.35540337067689576,0.0,0.15080344498322285,0.21307904912390327,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4415162788568573,0.34510235245727283,0.29394047042478877,0.38082867682935617,0.28685863912149556,0.32098388919876675,0.3311463139490642,0.19883452474400165,0.10862080451394171,0.028534793247971056,0.050915918874585055,0.0,0.2142584104541796,0.24644007542768684,0.17158240360550642,0.22430786966030958,0.12059019833298196,0.39034867590349853,0.24361046344379694,0.18223749654851082,0.13013295745708467,0.2379881249684907,0.3281288956180318,0.1108415056138422,0.16338446679802265,0.1741395332191781,0.20075190309023855,0.18472519328346576,0.05448889565390569,0.12885510414441514,0.09983839672903463,0.2118999814934514,0.16000646991511763,0.140292987364972,0.4019099221389507,0.11397821295764195,0.06639774356375679,0.044340955483589836,0.12602585628341784,0.0887632671264212,0.1522355994595738,0.021229484159616913,0.6761237917836964,0.11939252524144692,0.14863024650752835,0.1373287848838149,0.19809078180270737,0.3664336761448548,0.02222469133710834,0.24151300061601572,0.378115490587293,0.1441892740222739,0.17325344523626096,0.19193155344510796,0.17863893229774097,0.16372128347020076,0.2694478633381848,0.12511874530425005,0.15031928864037614,0.25816546062278356,0.22414044806430855,0.14344526515363154,0.20533485106441154,0.14219538494314715,0.18826072996404028,0.16035258632917126,0.40816639124429904,0.011598459955816789,0.3565796836009001,0.15877433197410262,0.1903913869856543,0.19787230488503177,"Lambda Theta Phi Latin Fraternity, Inc. Lambda Theta Phi Latin Fraternity, Inc. was founded at Kean College in Union, New Jersey on December 1, 1975. We strive for academic success, and uphold our core values of Unity, Respect, Brotherhood, Culture, and Pride."
Latine/x Center For Academic Success and Student Achievement (LaCASA),https://now.calpoly.edu/organization/lacasacommunity,0.4097793170686796,0.4742237454186319,0.4999230672202376,0.851231369696762,0.5157471131428134,0.42648583292022496,0.3628804432853733,0.561824079520556,0.5986171735204464,0.6996022590535176,0.45245763962582813,0.6143327840451089,0.34455612786713075,0.23081088292628277,0.5810123594423885,0.5620929595937775,0.47621881542666183,0.3625878440542448,0.3131335413902174,0.41071523839737367,0.3971129172424569,0.6942113205566947,0.5179808404934242,0.2568980961507002,0.6314853211095701,0.5227369202911281,0.4837776941012728,0.23567804678368734,0.448550658982593,0.26153728819416716,0.3189557120338128,0.7837326716944716,0.4841730112445812,0.6364439262301382,0.7368618676432881,0.353894000135083,0.5027440469623535,0.3653417134105555,0.587117709052995,0.6252607629515021,0.35119547879828494,0.2531658384074047,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3410038752297625,0.36790540714703024,0.2447363199367621,0.41141627948421844,0.29615424510578064,0.3848777289719152,0.3605791890393909,0.2886705125174143,0.2602661674500053,0.1607056597504682,0.26414535486603313,0.2196178940725913,0.2786289090188278,0.5081771410749805,0.36968760076351764,0.3849770466184113,0.390088118370009,0.4050812430849332,0.3483309887799725,0.3115730205573102,0.2973147362071964,0.45995822202030645,0.3446772932641185,0.6507428121426159,0.4055921183503875,0.30937018209086997,0.3712651013484736,0.44282751580108437,0.24999798229561665,0.29655497642186346,0.18911850926110274,0.3994366026692924,0.4243698375390354,0.21761380555363258,0.6669872846210654,0.36890356614599756,0.24328302000635438,0.29759549333799784,0.2826312486218565,0.11037975476530071,0.24214878409827947,0.40307506160308715,0.5367511652912836,0.21901121574587634,0.13860096540706662,0.399597040221467,0.3523703856656678,0.5219591893931214,0.2090690426194583,0.34074096670107634,0.553399409346498,0.2611909199599095,0.20709515479343082,0.2821235715224743,0.3665662152717885,0.2136470893758164,0.4870579763550261,0.23567804678368734,0.2851071082084834,0.3511537834995976,0.30284826727020053,0.23972519417173696,0.3974695534712015,0.41766770947095355,0.4516520882644097,0.7225741360077825,0.5602529923676961,0.22526097415774807,0.7692914963759878,0.314594720661206,0.48917855205693017,0.2821964542080162,"Latine/x Center For Academic Success and Student Achievement (LaCASA) Nurturing the Latine/x community and their intersectional experiences through transformational programming such as cultural celebrations, educational opportunities, and events centering comunidad. Register for this quarter’s events in our profile."
