,tablescraper-selected-row href,Club Name,Lemmatized Description
185,https://now.calpoly.edu/organization/cldc,Country Line Dancing Club, country line dance club provide engage interactive line partner dance instruction student offer safe environment member learn everything need know country line dance
186,https://now.calpoly.edu/organization/cp-drag,Cal Poly Drag Club, cal poly drag club found way give campus queer artist enthusiast way explore embrace
187,https://now.calpoly.edu/organization/slocru,Cru, cru central coast part cru interdenominational worldwide christian ministry goal give every student opportunity hear respond good news jesus christ
188,https://now.calpoly.edu/organization/delight-ministries,Delight Ministries at Cal Poly, delight club invite college woman central coast christ-centered community foster vulnerability transforms story
189,https://now.calpoly.edu/organization/deltachi,Delta Chi, delta chi campus-affiliated greek fraternity strive benefit life character every one member foster unique brotherhood center around loyalty compassion & gentlemanly conduct
190,https://now.calpoly.edu/organization/dsp,Delta Sigma Phi - Epsilon Rho Chapter, delta sigma phi 's mission `` building well men '' `` well man '' define man courage man action man excellence member delta sigma phi value culture harmony friendship
191,https://now.calpoly.edu/organization/deltasig,Delta Sigma Pi Kappa Mu Chapter, delta sigma pi professional fraternity organize foster study business university promote closer affiliation commercial world & student commerce
192,https://now.calpoly.edu/organization/delta-upsilon,Delta Upsilon, cal poly affiliate fraternity chapter strives bring philanthropy volunteer service cal poly campus surround slo community
193,https://now.calpoly.edu/organization/designlab,Design Lab, design lab provide space designer professional connect collaborate project learn industry
194,https://now.calpoly.edu/organization/calpolydesignvillage,Design Village, design village student-run organization host annual design-build competition direct sponsorship cal poly 's ca competitor across country compete alongside cal poly student claim winner year 's theme
195,https://now.calpoly.edu/organization/disability-alliance,Disability Alliance, disability alliance seek develop supportive welcome environment student ability cal poly create community space peer connection educate disability history culture activism
196,https://now.calpoly.edu/organization/drc,Disability Resource Center, disability resource center drc cultivates accessible inclusive community student permanent temporary disability equal opportunity participate aspect campus life
197,https://now.calpoly.edu/organization/diversityinclusion,Diversity & Inclusion, diversity & inclusion collective campus resource center support empower student experience marginalization intersect advocacy cultural connection build equitable cal poly community
198,https://now.calpoly.edu/organization/adventurers,Dragon Boating Outreach Club, cal poly club affiliate central coast adventurer dragon boat team student opportunity paddle morro bay fun supportive environment provide chance see wildlife build community exercise
199,https://now.calpoly.edu/organization/dreamcentercommunity,Dream Center, provide holistic support resource undocu/daca student member mixed status family ally empower educational program community building campus referral register quarter event profile
200,https://now.calpoly.edu/organization/eco-reps,Eco Reps, eco rep commit create culture environmental stewardship campus cal poly eco rep exemplify motto 'growing greener mind play direct role cal poly 's advancement sustainability
201,https://now.calpoly.edu/organization/eop,Educational Opportunity Program (EOP), provide admission academic financial support service historically underserved student throughout california
202,https://now.calpoly.edu/organization/teachersofcolorlendinglibrary,Educators of Color, educator color 's purpose create space student color passionate educational field teach primary secondary post-secondary setting work administrator student/academic affair personnel
203,https://now.calpoly.edu/organization/eimclub,EIM Club, eim club student organization primary focus serve student whether major interested recreation park tourism administration rpta provide opportunity networking job local business insight
204,https://now.calpoly.edu/organization/endoverdose,End Overdose at Cal Poly, end overdose c non-profit organization base los angel california work end drug-related overdose death education medical intervention public awareness
205,https://now.calpoly.edu/organization/eng-student-council,Engineering Student Council, engineering student council serf bridge communication gap engineering student college engineering university provide cohesion cooperation diverse student organization club within ceng
206,https://now.calpoly.edu/organization/globalengineeringawareness,Engineers for Global Cultural Awareness, engineer global awareness space engineer learn different engineering practice worldwide
207,https://now.calpoly.edu/organization/esc,Environmental Sciences Club, esc serf introduce student interested environmental science potential career path community service organization recreational activity related environmental science natural resource
208,https://now.calpoly.edu/organization/epicmovement,Epic Movement, epic asian american christian movement focus bring love jesus christ student cal poly seek become apart god 's redemptive mission share gospel world-wide
209,https://now.calpoly.edu/organization/alphaphi,Epsilon Chi Chapter of Alpha Phi International Fraternity Incorporated," alpha phi sisterhood outstanding woman support one another lifelong achievement sisterhood alpha phi stretch coast coast collegiate campus 200,000 member"
210,https://now.calpoly.edu/organization/axo,Epsilon Omega Chapter of Alpha Chi Omega, alpha chi omega found provide basis mutual helpfulness congenial fellowship purpose alpha chi omega provide advancement intellectual social moral culture member
211,https://now.calpoly.edu/organization/esports,Esports Council, organization official voice many different esports game club exist campus order promote champion need interest activity student engage game community cal poly
212,https://now.calpoly.edu/organization/hkn,Eta Kappa Nu, electrical computer engineering honor society
213,https://now.calpoly.edu/organization/phisigslo,Eta Septaton Chapter Phi Sigma Kappa, eta septaton chapter phi sigma kappa group brother promotes three pillar brotherhood scholarship character life
214,https://now.calpoly.edu/organization/sigma-pi,Eta-Delta Chapter of Sigma Pi Fraternity, eta delta chapter sigma pi fraternity international
215,https://now.calpoly.edu/organization/ersa,External Relations,
216,https://now.calpoly.edu/organization/fast,"Fashion, Innovation, Trendsetting, and Styling Club", community student interested realm fashion learn skill garment construction style design model fashion photography integrate value sustainable fashion formerly know fast
217,https://now.calpoly.edu/organization/fma,Financial Management Association, fma introduces member limitless number career opportunity finance
218,https://now.calpoly.edu/organization/food-science,Food Science Club, food science club provide opportunity food science student learn possible opportunity achievement food industry
219,https://now.calpoly.edu/organization/flc,French Language Club, french language club group dedicate speak practice speak french skill level welcome social event like french-themed soirées mainly practice conversational french
220,https://now.calpoly.edu/organization/fnl,Friday Night Live, friday night live cal poly club campus creates fun free event promote social emotional physical well-being introduce club member field behavioral health
221,https://now.calpoly.edu/organization/furries,Furries at Cal Poly, join inclusive passionate community furries campus organize art workshop furmeets convention info session outreach everything anthro
222,https://now.calpoly.edu/organization/fmec,Future Math Educators Club, primary goal club increase communication foster social connection creation upkeep community among student faculty staff cal poly interested study teach mathematics
223,https://now.calpoly.edu/organization/slogammaphibeta,"Gamma Phi Beta, Delta Theta Chapter", panhellenic sorority
224,https://now.calpoly.edu/organization/geccommunity,Gender Equity Center (GEC), found student gender equity center empowers feminine transgender womxn-of-center gender-expansive student supporter expansive inclusive program register quarter event profile
225,https://now.calpoly.edu/organization/cpgig,Gender-Inclusive Gaming, gender-inclusive game social safe space support minority interested game variation leisure activity
226,https://now.calpoly.edu/organization/calpolygg,Genetics and Genomics Club, resource group student interested learn genetic counsel field genetics facilitate discussion host guest practice skill help grow individual future professional
227,https://now.calpoly.edu/organization/genkey,GenKEY Sound Collective, genkey collective non-audition band focus japanese rock pop r & b funk jazz band aim amplify japanese culture music on-campus
228,https://now.calpoly.edu/organization/gdsc,Google Developer Student Clubs, google developer student club gdsc university-based community group student interested google technology program gdscs country around world include undergraduate graduate student
229,https://now.calpoly.edu/organization/gsa,Graduate Student Association, official representative body graduate student cal poly
230,https://now.calpoly.edu/organization/guac,Graduate Unified ARCE Club, club graduate student pursue career structural engineering goal foster community diverse student primarily undergraduate institution club would help foster professional social skill
231,https://now.calpoly.edu/organization/growcrew,GrowCrew, promote practice awareness access sustainable innovative idea control environment agriculture
232,https://now.calpoly.edu/organization/guardianscholars,Guardian Scholars, guardian scholar office dean student
233,https://now.calpoly.edu/organization/hack4impact,Hack4Impact, student-run c organization empowers engineer designer activist humanitarian create last social change develop project local nonprofit foster wider adoption software tool social good
234,https://now.calpoly.edu/organization/hercampuscalpoly,Her Campus at Cal Poly, online magazine cater collegiate woman open join magazine great way get real experience editorial medium journalism marketing event planning industry
235,https://now.calpoly.edu/organization/cphiking,Hiking and Backpacking Club, focus unite student diverse background common love outdoors weekly hike quarterly backpacking trip
236,https://now.calpoly.edu/organization/hillel,Hillel of San Luis Obispo, san luis obispo hillel center-point jewish life cal poly san luis obispo community provide welcome supportive environment student proud engage judaism
237,https://now.calpoly.edu/organization/hindu-yuva,Hindu YUVA, hindu yuva youth unity virtue action hold meeting conduct event yoga discussion game celebrate festival volunteer community guest lecture hinduism much everyone welcome join
238,https://now.calpoly.edu/organization/horticulture,Horticulture Club, purpose organization allow student interested horticulture socialize learn plant grow plant hands-on setting network industry
239,https://now.calpoly.edu/organization/cphuiohawaii,Hui O Hawai'i, cal poly hui hawai provide home away home student hawai community interested culture hawai seek spread aloha cultural social event
240,https://now.calpoly.edu/organization/hrma,Human Resource Management Club, human resource & management association open major focus professional development want offer student cal poly place grow learn business human resource management
241,https://now.calpoly.edu/organization/hummus,Hummus Club, club anyone love hummus want see enjoy even fellow hummus friend campus kick back dip chip good time hummus
242,https://now.calpoly.edu/organization/igniteconsulting,Ignite Consulting Junior Enterprise, junior enterprise aim provide student high education unique learn experience manage work consult firms/businesses
243,https://now.calpoly.edu/organization/iye,Imagen y Espiritu Ballet Folklorico de Cal Poly, imagen espiritu ballet folklorico de cal poly student-led dance club participate showcasing mexican regional dance various cal poly local community event
244,https://now.calpoly.edu/organization/indian-students-assoc,Indian Students Association, isa cultural club open south asian student aim provide diverse inclusive environment member
245,https://now.calpoly.edu/organization/idsacalpoly,Industrial Designers Society of America at Cal Poly, student chapter industrial designer society america mission create space student gain design experience build professional network build technical skill
246,https://now.calpoly.edu/organization/its-society,Industrial Technology Society, provide operation focus itp student networking opportunity industry professional
247,https://now.calpoly.edu/organization/isa,Information Systems Association, information system association isa professional networking club ocob help connect company student job internship opportunity
248,https://now.calpoly.edu/organization/iise,Institute of Industrial and Systems Engineers, iis dedicate professional development education involvement member event include info session top industry representative social career fair workshop welcome everyone who interested
249,https://now.calpoly.edu/organization/ite,Institute of Transportation Engineers (ITE), ite organization dedicate connect educate transportation professional
250,https://now.calpoly.edu/organization/isf,International Student Friendship, isf club 's goal build last friendship among international student scholar american friend care foster unique interest physical social emotional spiritual
251,https://now.calpoly.edu/organization/ivslo,InterVarsity Christian Fellowship San Luis Obispo, intervarsity slo community christ-followers invite student faculty every cultural spiritual ethnic background curious jesus experience god love family
252,https://now.calpoly.edu/organization/iranian-student-cultural-organization,Iranian Student Cultural Organization, isco non-political non-religious student organization whose main objective host iranian social activity & event promote understand culture create safe environment foster friendship
253,https://now.calpoly.edu/organization/italian-cultural-association,Italian Cultural Association, italian cultural association provide space student italian heritage simply interested italian culture come together build community ica host regular meeting well event throughout year
254,https://now.calpoly.edu/organization/iter8,iter8 at Cal Poly, cal poly 's first product design agency student gain hands-on product design experience create positive space student collaborate team design user experience solution startup develop portfolio
255,https://now.calpoly.edu/organization/jsa,Japanese Student Association, japanese student association jsa social cultural club dedicate share celebrate japanese culture
256,https://now.calpoly.edu/organization/joc,Journalists of Color @ Cal Poly, safe space journalist color cal poly embrace encourage diversity one culture field journalism learn approach story contains diverse topic approach diversity holistically respectfully
257,https://now.calpoly.edu/organization/kappa-alpha-theta,"Kappa Alpha Theta, Zeta Theta", theta teach u importance aspire something high envelops u sisterhood loyal love
258,https://now.calpoly.edu/organization/kkg,Kappa Kappa Gamma, panhellenic chapter cal poly fall fraternity & sorority life kappa kappa gamma offer member experience range friendship mentor leadership service campus activity lifetime community involvement
259,https://now.calpoly.edu/organization/kkpsi,Kappa Kappa Psi - Iota Pi, kappa kappa psi operates primarily student service leadership recognition society whose chief aim assist director band develop leadership enthusiasm require band
260,https://now.calpoly.edu/organization/pikapp,"Kappa Pi Associate Chapter of Pi Kappa Phi Fraternity, located at Cal Poly"," pi kappa phi national men 's fraternity found leadership college charleston 120,000 strong & campus"
261,https://now.calpoly.edu/organization/camp-kesem-at-cal-poly-slo,Kesem at Cal Poly, kesem national nonprofit organization dedicate support child beyond parent 's cancer host week-long summer camp foster year-round community
262,https://now.calpoly.edu/organization/kajakrew,Kaja Krew, dance club specialize k-pop level experience welcome inclusive community consistently performs record cover
263,https://now.calpoly.edu/organization/lambda-chi,Lambda Chi Alpha - Phi Sigma Zeta, on-campus fraternity
264,https://now.calpoly.edu/organization/lph,Lambda Pi Eta, lambda pi eta communication study honor society
265,https://now.calpoly.edu/organization/lsg,Lambda Sigma Gamma, lambda sigma gamma multicultural sorority strives diversity member organization focus five pillar professionalism academic philanthropy sisterhood & multiculturalism
266,https://now.calpoly.edu/organization/lambda_theta_phi_latin_fraternity_inc,"Lambda Theta Phi Latin Fraternity, Inc.", lambda theta phi latin fraternity inc found kean college union new jersey december strive academic success uphold core value unity respect brotherhood culture pride
267,https://now.calpoly.edu/organization/lacasacommunity,Latine/x Center For Academic Success and Student Achievement (LaCASA), nurture latine/x community intersect experience transform program cultural celebration educational opportunity event center comunidad register quarter event profile
268,https://now.calpoly.edu/organization/lia,Latinos in Agriculture, latino agriculture lia professional cultural organization dedicate provide home away home underrepresented student college agriculture food environmental science cafe
269,https://now.calpoly.edu/organization/lbsa,Latinx Business Student Association, latinx business student association
270,https://now.calpoly.edu/organization/lca,Latinx Cultural Association, lca strives create fun social environment learn share experience latinx culture practice aspire promote welcome community open everyone give opportunity appreciate various heritage latinx community
271,https://now.calpoly.edu/organization/lbdg-awards,Learn by Doing Good Awards, learn good award honor student faculty staff organization participate service campus community combine community service award lead award new event
272,https://now.calpoly.edu/organization/lettersoflove,Letters of Love, club student come together opportunity make letter encouragement child family local hospital
273,https://now.calpoly.edu/organization/laesclub,Liberal Arts and Engineering Studies, liberal art engineering study
274,https://now.calpoly.edu/organization/lifeskills,Life Skills Program, life skill program office dean student empowers student build essential life skill thrive academically personally professionally
275,https://now.calpoly.edu/organization/loslecheros,Los Lecheros Dairy Club, los lecheros dairy club form passionate share common interest field dairy science
276,https://now.calpoly.edu/organization/msci,Marine Sciences, marine science club work unite student across discipline passion marine science aim build community offer member connection opportunity fun
277,https://now.calpoly.edu/organization/mpp,Mat Pica Pi, mat pica pi graphic communication 's social professional development club aim connect generation grc well connect student professional career opportunity
278,https://now.calpoly.edu/organization/mathclub,Math Club, purpose math club provide safe inclusive area people passion math make connection goal bring people together event throughout year well offer great opportunity get involve
279,https://now.calpoly.edu/organization/mbastudentassociation,MBA Student Association, purpose organization create opportunity cal poly mba student educational professional development resource student connect professional within business world
280,https://now.calpoly.edu/organization/mcaa,Mechanical Contractors Association of America, mcaa competes several mechanical competition fundraises industry travel conference team simulates proposal mechanical plumbing contractor provide unique informative understand specialty contract
281,https://now.calpoly.edu/organization/menmasculinitiescommunity,Men and Masculinities Program (MnM), collaborate develop healthy masculinity create educational event space men color marginalize masculine identity discus gender identity expression intersection register quarter event profile
282,https://now.calpoly.edu/organization/club-basketball,Men's Club Basketball, cal poly club basketball intermediate level competition d1 intramural league club allows player continue love game competitive nature continue past high school
283,https://now.calpoly.edu/organization/menshealthandwellbeingclub,Men's Health & Wellbeing Club, men health & wellbeing club aim educate support unite young college men seek improve life holistic way provide resource tool community promote healthy physical mental social lifestyle
284,https://now.calpoly.edu/organization/mens-club-soccer,Men's Soccer Club, cal poly men 's soccer club grown one top college club soccer program nation fielding full squad regularly compete best team state well country leage regional national match
285,https://now.calpoly.edu/organization/cpmvb,Men's Volleyball, competitive men 's volleyball program play match tournament northern california collegiate volleyball league field team play national championship put national collegiate volleyball federation
286,https://now.calpoly.edu/organization/cpmwp,Men's Water Polo Club, men 's water polo completes within collegiate water polo association school around nation qualify team competes cwpa national championship end season
287,https://now.calpoly.edu/organization/mcm,Mercy College Movement, mcm club local church call mercy church provide service campus sunday night organizes meeting proclaim name jesus cal poly 's campus
288,https://now.calpoly.edu/organization/mess,MESS, material engineering student society host event mate student offer opportunity collaborate study socialize gain information career option research
289,https://now.calpoly.edu/organization/msc,Military Science Club, msc social group cp student rotc cadet come together friendly gathering compete entertain game participate volunteer event many opportunity relax fun
290,https://now.calpoly.edu/organization/minnanoanime,Minna No Anime, minna anime group form promote discus appreciate japanese animation
291,https://now.calpoly.edu/organization/calpolymip,Minorities in Physics, provide space underrepresented identity physic connect one another talk common issues/struggles ultimately create supportive positive community
292,https://now.calpoly.edu/organization/mexa,Movimiento Estudiantil Xicano de Aztlan (MEXA), social politically conscious club aim empower latinx student
293,https://now.calpoly.edu/organization/multiculturalcentercommunity,MultiCultural Center (MCC), original cultural center cal poly center continue evolve serf community facilitate program event resource ensure student develop sense belonging register quarter event profile
294,https://now.calpoly.edu/organization/cpmusicappreciation,Music Appreciation Club, club get together weekly listen share music genre style form appreciate email u cpmusicappreciation @ gmail.com information
295,https://now.calpoly.edu/organization/mpu,Music Production Union, club promotes music musician creativity workshop showcase jam session social gathering concert
296,https://now.calpoly.edu/organization/msa,Muslim Students Association, msa space student gather learn grow muslim faith provide resource support muslim student campus
297,https://now.calpoly.edu/organization/mustangaviationclub,Mustang Aviation, mustang aviation club advance science aeronautics develop aviation educate pilot every way towards safe operation
298,https://now.calpoly.edu/organization/mband,Mustang Band Club, mustang band large group brass woodwind percussion color guard performer provide entertainment cal poly athletic event
299,https://now.calpoly.edu/organization/cpmustangconsulting,Mustang Consulting at Cal Poly, purpose mustang consult provide pro bono consult service various organization community group entity need provide professional development opportunity member
300,https://now.calpoly.edu/organization/mustangsurfclub,Mustang Surf Club, mustang surf club interest-based social group look foster community surfer cal poly social event open surf skill level wish cultivate surf lifestyle fellow mustang
301,https://now.calpoly.edu/organization/recovery,Mustangs for Recovery, mustang recovery exists offer safe sober-friendly environment student recovery seek recovery affected addiction friend family member
302,https://now.calpoly.edu/organization/mufi,Mustangs United for Israel, mustang united israel mufi pro-israel pro-peace coalition mission promote open bipartisan dialogue advocate jewish democratic state israel
303,https://now.calpoly.edu/organization/namla,National Association of Minority Landscape Architects, namla purpose increase minority representation level landscape architecture practice academia
304,https://now.calpoly.edu/organization/neca,National Electrical Contractors Association, cal poly national electrical contractor association student chapter
305,https://now.calpoly.edu/organization/nmdp-calpoly,National Marrow Donor Program, nmdp℠ believe u hold key cure blood cancer disorder global nonprofit leader cell therapy nmdp creates essential connection researcher supporter inspire action
306,https://now.calpoly.edu/organization/nsbe,National Society of Black Engineers, nsbe 's mission increase number culturally responsible black engineer excel academically succeed professionally positively impact community
307,https://now.calpoly.edu/organization/naicccommunity,Native American and Indigenous Cultural Center (NAICC), aim create pan-indigenous space recognize vast diversity within indigenous community provide nurture environment educational program place empower growth register quarter event profile
308,https://now.calpoly.edu/organization/net-impact,Net Impact, net impact community dedicate empower student opportunity learn engage power sustainable business agent change
309,https://now.calpoly.edu/organization/orientation,New Student & Transition Programs, cal poly orientation tradition help welcome new mustang campus connect student parent supporter community member cal poly build life-long relationship year
310,https://now.calpoly.edu/organization/ncc,Newman Catholic Club, serve student cal poly host weekly quarterly event
311,https://now.calpoly.edu/organization/cpslonsu,Nikkei Student Union, nsu inclusive japanese/japanese american cultural social club aim promote awareness japanese japanese american culture engage member community
312,https://now.calpoly.edu/organization/nice,Nuclear is Clean Energy, aim educate club member cal poly student member community reactor waste tech event public outreach talk engage member public use nuclear power energy infrastructure
313,https://now.calpoly.edu/organization/nutrition,Nutrition Club, nutrition club place foodie interest health nutrition meet make connection learn job opportunity food nutrition-related field
314,https://now.calpoly.edu/organization/chi-omega,Omicron Mu Chapter of the Chi Omega Fraternity, inclusive genuine supportive sisterhood celebrates individuality advocate positive change
315,https://now.calpoly.edu/organization/cponehealthclub,One Health Club, one health integrative approach solve complex global health issue connect people animal share environment
316,https://now.calpoly.edu/organization/order-omega,Order of Omega, order omega international honor society initiate top % greek scholar leader college campus across u.s canada
317,https://now.calpoly.edu/organization/ocf,Orthodox Christian Fellowship, orthodox christian fellowship ocf official collegiate campus ministry program assembly canonical orthodox bishop united state america
318,https://now.calpoly.edu/organization/ostem,"Out in Science, Technology, Engineering, and Mathematics (oSTEM)", ostem provide space lgbtq+ person pursue stem degree connect thrive outreach event professional development community building among individual passionate intersection queer experience stem
319,https://now.calpoly.edu/organization/pfp,Parent and Family Programs, parent family program provide support resource excite program proud parent family member supporter cal poly student
320,https://now.calpoly.edu/organization/penguins,Penguins Motorcycle Club, motorcycle rid club dirt street
321,https://now.calpoly.edu/organization/pat,Phi Alpha Theta at Cal Poly, phi alpha theta professional society student interested history promote interest history connect student faculty together academic social event
322,https://now.calpoly.edu/organization/phideltcalpoly,Phi Delta Theta Fraternity - California Nu Chapter, phi delta theta pinnacle fraternal professional society center potential brother unquenchable thirst personal development lifelong value friendship sound learn rectitude
323,https://now.calpoly.edu/organization/fiji,Phi Gamma Delta, phi gamma delta
324,https://now.calpoly.edu/organization/phikappapsi,Phi Kappa Psi California Eta, social fraternity -group gentleman band together base similar ideal value -fraternity create base great joy serve other
325,https://now.calpoly.edu/organization/philosophy-club,Philosophy Club, come philosophy club share philosophical research discus contemporary historical philosophy politics idea open major people open mind love discussion
326,https://now.calpoly.edu/organization/pax,Pi Alpha Xi, promote learn love horticulture crop science plant
327,https://now.calpoly.edu/organization/pcecpslo,Pilipino Cultural Exchange, pilipino cultural exchange pce pride provide `` home away home '' anyone seek need filipino join welcome
328,https://now.calpoly.edu/organization/ppga-cpslo,Planned Parenthood Generation Action, plan parenthood generation action college affiliate plan parenthood action fund strive create organization advocate reproductive justice freedom awareness come build community spread awareness
329,https://now.calpoly.edu/organization/plantfuturesclub,Plant Futures Club, plant future place student interested learn plant-centric food system develop personal professional network industry affiliate non-profit organization plant future initiative
330,https://now.calpoly.edu/organization/pppclubcp,"Plants, Peaks, Pals", plant peak pal club dedicate help fellow student learn natural world around include topic geology botany ecology invite friend hike explore natural landscape slo county
331,https://now.calpoly.edu/organization/pokemonclub,Pokémon TCG & VG Club, safe welcome space learn play pokémon tcg trading card game & amp vg video game collect card friend also include in-house tournament express competitive spirit win prize
332,https://now.calpoly.edu/organization/psc,Political Science Club, political science club provide student opportunity learn politics government meet faculty student
333,https://now.calpoly.edu/organization/pcdc,Poly Child Development Club, club dedicate serve child broader community learn volunteer go beyond classroom
334,https://now.calpoly.edu/organization/poly-pack,Poly Pack, poly pack aim connect student packaging concentration peer professor alumnus professional offer insight career development within packaging industry
335,https://now.calpoly.edu/organization/calpolypups,Poly Pups, poly pup volunteer puppy raise club non-profit organization guide dog blind poly pup help socialize train future guide dog blind visually impared
336,https://now.calpoly.edu/organization/polycongaming,PolyCon Tabletop Gaming, polycon tabletop game host weekly game event member play board game card game tabletop rpgs also run one game convention quarter fall winter one day event spring whole weekend
337,https://now.calpoly.edu/organization/polygoats,PolyGoats Four-Wheel Drive Club, four-wheel drive club member interested off-road vehicle member also help work car
338,https://now.calpoly.edu/organization/pesclub,Power and Energy Society, power energy society work build cal poly student knowledge electric power industry opportunity interact industrial professional industry tour information session technical talk
339,https://now.calpoly.edu/organization/pre-optometry,Pre-Optometry Club, pre-optometry club anyone interested learn career optometry want learn prepare optometry school
340,https://now.calpoly.edu/organization/pridecommunity,Pride Center (LGBTQIA2S), empower people sexual orientation gender identity expression program focus intersect community self-exploration radical heal center qtpoc experience register event profile
341,https://now.calpoly.edu/organization/projectsunshine,Project Sunshine, community service club train student volunteer interact pediatric patient provide fun engage educational activity college chapter part large nationally internationally recognize organization
342,https://now.calpoly.edu/organization/pt-ot,Physical Therapy and Occupational Therapy Club, cal poly 's physical therapy occupational therapy club strives create social network student faculty alumnus professional
343,https://now.calpoly.edu/organization/cpphc,Public Health Club, cpph club promotes wellness among peer local community promotes protective health behavior connects student local public health effort share information career graduate school program
344,https://now.calpoly.edu/organization/cppuente,PUENTE @ Cal Poly, puente @ cal poly community puente student cal poly student feel connect leadership culture community service opportunity order cross bridge success
345,https://now.calpoly.edu/organization/pulse,PULSE, peer understand listen support educate pulse nationally award peer health education program support health well-being cal poly student
346,https://now.calpoly.edu/organization/quac,Quantitative Analysis Concentration Club, club form help student well understand orfalea college business quantitative analysis concentration seem many undergraduate student unsure program offer entail
347,https://now.calpoly.edu/organization/quantum-computing-club,Quantum Computing Club, create club dedicate learn innovate increase cal poly involvement rapidly develop area quantum compute want help prepare student future quantum compute position high education industry
348,https://now.calpoly.edu/organization/rfc,Real Food Collaborative, student group focus advocate create community around real local sustainable seasonal ethical equitably source food
349,https://now.calpoly.edu/organization/rfislo,Regeneration Field Institute in San Luis Obispo, rfi slo educational immerse student organization dedicate redefine way design structure contribute environment study bamboo construction opportunity abroad hands-on experience work material
350,https://now.calpoly.edu/organization/rho-phi-lambda,Rho Phi Lambda, professional recreation park leisure national honorary society aspires recognize promote & encourage student high moral character unselfish devotion study research & application knowledge
351,https://now.calpoly.edu/organization/roller-hockey,Roller Hockey, roller hockey club make multiple competitive team compete wcrhl club offer participation player skill level come join try inline hockey team
352,https://now.calpoly.edu/organization/rsa,Russian Speaking Association, club foster welcome inclusive community russian-speaking individual cal poly campus focus culture language-based activity language conversation table movie night cookout
353,https://now.calpoly.edu/organization/safer,Safer, safer cal poly primary confidential resource address sexual assault intimate partner violence domestic violence stalk sexual exploitation harassment
354,https://now.calpoly.edu/organization/sailing,Sailing Team, cal poly sail team competitive club sport team cal poly team competes regatta sanction inter-collegiate sail association north america
355,https://now.calpoly.edu/organization/sec,Sales Engineering Club, cal poly sec serf increase student awareness interest sale engineering reward career path
356,https://now.calpoly.edu/organization/sgi_usa,SGI-USA Buddhism, represent sgi-usa buddhist organization base mahayana scripture lotus sutra particular discuss buddhism america context daily life
357,https://now.calpoly.edu/organization/shpe,SHPE, society hispanic professional engineer shpe recruit retains graduate next generation hispanic engineer
358,https://now.calpoly.edu/organization/sigma-alpha,Sigma Alpha, professional agricultural sorority cultivate woman professional social scholarship leadership goal
359,https://now.calpoly.edu/organization/sigma-kappa,SIGMA KAPPA SORORITY Epsilon Omega, sigma kappa encourages atmosphere foster high ideal friendship among college woman promote educational cultural interest develop high quality character
360,https://now.calpoly.edu/organization/sigma-nu,Sigma Nu Kappa Pi Chapter, fraternity dedicate professionalism philanthropic activity campus live motto love truth & honor make sure member uphold value everyday life
361,https://now.calpoly.edu/organization/aepi,Sigma Omega Chapter of Alpha Epsilon Pi, alpha epsilon pi jewish fraternity campus provide unique brotherhood creates safe environment jewish men look make deep relationship participate charity grow individual
362,https://now.calpoly.edu/organization/son,Sigma Omega Nu, sigma omega nu latina interest sorority promotes objective academic cultura sisterhood sorority provide home away home support system help member get college
363,https://now.calpoly.edu/organization/sigmaphidelta,Sigma Phi Delta, premier international fraternity engineer
364,https://now.calpoly.edu/organization/sigep,Sigma Phi Epsilon California Tau, sigep redefine fraternity college campus across country complement man education deliver premier student experience one formative time life sigep men strengthen character build leader
365,https://now.calpoly.edu/organization/sigmapisigma,Sigma Pi Sigma, cal poly slo chapter national physic honor society sigma pi sigma
366,https://now.calpoly.edu/organization/ssa,Sikh Student Association, club unite sikh/punjabi student cal poly focus club uphold pillar sikhi volunteer meditation honest living club also coordinate culturally religiously relevant activity
367,https://now.calpoly.edu/organization/slo-breakers,SLO Breakers, slo breaker promotes community base hip hop culture club 's main focus provide creative inclusive inspire atmosphere people interested one five element hip hop break
368,https://now.calpoly.edu/organization/slocccalpolyclub,SLO Climate Coalition Cal Poly Club, slo climate coalition cal poly club aim foster eco-conscious community cal poly promote environmental awareness sustainable practice empower student staff make inform choice positively impact community
369,https://now.calpoly.edu/organization/slohacks,SLO Hacks, slo hack organizes event year-round dedicate towards building inclusive hacker community environment empowers student necessary tool dream code build project contribute social good
370,https://now.calpoly.edu/organization/slo-smash,SLO Smash Community, club dedicate discussion celebration tournament super smash bros game series
371,https://now.calpoly.edu/organization/smileandnod,Smile and Nod, cal poly 's premier improv comedy team practice perform short-form improv theater sport long-form improv past perform live phillips hall first week quarter
372,https://now.calpoly.edu/organization/sampe,Society for the Advancement of Material & Process Engineering, research development use composite material common application advisement use carbon fiber fiberglass green composite material club
373,https://now.calpoly.edu/organization/saf,Society of American Foresters, cal poly student chapter society american forester work build relationship industry professional fellow student
374,https://now.calpoly.edu/organization/sce,Society of Civil Engineers, sce club promotes personal professional educational development social professional academic event opportunity home nationally-ranked concrete canoe steel bridge team
375,https://now.calpoly.edu/organization/senve,Society of Environmental Engineers, professional organization introduces student industry professional possibility graduation
376,https://now.calpoly.edu/organization/sme,Society of Manufacturing Engineers, mission connect student major cal poly manufacturing provide place unity campus
377,https://now.calpoly.edu/organization/sps,Society of Physics Students of Cal Poly, support foster community physic majors/minors cal poly
378,https://now.calpoly.edu/organization/swe,Society of Women Engineers, swe collegiate section international organization work promote gender equality engineering professional development community outreach on-campus membership activity
